Player,Year,PPG,APG,RPG,SPG,BPG,FG%,eFG%,2P%,3P%,FT%,PTS,AST,TRB,STL,BLK,FG,FGA,MP,G,3P,3PA,2P,2PA
Larry Robinson,1991,3.861111111111111,0.9722222222222222,1.4166666666666667,0.4444444444444444,0.027777777777777776,0.413,0.413,0.416,0.0,0.556,139,35,51.0,16.0,1.0,62,150,425.0,36,0.0,1.0,62,149
Rumeal Robinson,1991,5.638297872340425,2.8085106382978724,1.5106382978723405,0.6808510638297872,0.1702127659574468,0.446,0.45,0.459,0.182,0.588,265,132,71.0,32.0,8.0,108,242,674.0,47,2.0,11.0,106,231
Steve Scheffler,1991,1.5128205128205128,0.23076923076923078,1.1538461538461537,0.15384615384615385,0.05128205128205128,0.513,0.513,0.513,,0.905,59,9,45.0,6.0,2.0,20,39,227.0,39,0.0,0.0,20,39
Dwayne Schintzius,1991,3.761904761904762,0.40476190476190477,2.880952380952381,0.047619047619047616,0.6904761904761905,0.439,0.439,0.444,0.0,0.55,158,17,121.0,2.0,29.0,68,155,398.0,42,0.0,2.0,68,153
Dennis Scott,1991,15.658536585365853,1.6341463414634145,2.8658536585365852,0.7560975609756098,0.3048780487804878,0.425,0.478,0.445,0.374,0.75,1284,134,235.0,62.0,25.0,503,1183,2336.0,82,125.0,334.0,378,849
Lionel Simmons,1991,17.9873417721519,3.9873417721518987,8.822784810126583,1.4303797468354431,1.0759493670886076,0.422,0.423,0.423,0.273,0.736,1421,315,697.0,113.0,85.0,549,1301,2978.0,79,3.0,11.0,546,1290
Tony Smith,1991,3.65625,2.109375,1.109375,0.4375,0.1875,0.441,0.441,0.455,0.0,0.702,234,135,71.0,28.0,12.0,97,220,695.0,64,0.0,7.0,97,213
Felton Spencer,1991,7.061728395061729,0.30864197530864196,7.91358024691358,0.5925925925925926,1.4938271604938271,0.512,0.512,0.513,0.0,0.722,572,25,641.0,48.0,121.0,195,381,2099.0,81,0.0,1.0,195,380
Irving Thomas,1991,1.7692307692307692,0.38461538461538464,1.1923076923076923,0.15384615384615385,0.038461538461538464,0.34,0.34,0.34,,0.571,46,10,31.0,4.0,1.0,17,50,108.0,26,0.0,0.0,17,50
Andy Toolson,1991,2.9148936170212765,0.6595744680851063,1.425531914893617,0.2978723404255319,0.0425531914893617,0.403,0.452,0.413,0.375,0.758,137,31,67.0,14.0,2.0,50,124,470.0,47,12.0,32.0,38,92
Loy Vaught,1991,5.465753424657534,0.547945205479452,4.780821917808219,0.273972602739726,0.3150684931506849,0.487,0.487,0.49,0.0,0.662,399,40,349.0,20.0,23.0,175,359,1178.0,73,0.0,2.0,175,357
Stojko Vrankovic,1991,1.8709677419354838,0.12903225806451613,1.6451612903225807,0.03225806451612903,0.9354838709677419,0.462,0.462,0.462,,0.556,58,4,51.0,1.0,29.0,24,52,166.0,31,0.0,0.0,24,52
Jayson Williams,1991,3.5,0.3076923076923077,2.1346153846153846,0.17307692307692307,0.11538461538461539,0.447,0.45,0.447,0.5,0.661,182,16,111.0,9.0,6.0,72,161,508.0,52,1.0,2.0,71,159
Kenny Williams,1991,2.933333333333333,0.41333333333333333,1.7466666666666666,0.14666666666666667,0.41333333333333333,0.52,0.52,0.528,0.0,0.68,220,31,131.0,11.0,31.0,93,179,527.0,75,0.0,3.0,93,176
Scott Williams,1991,2.4901960784313726,0.3137254901960784,1.9215686274509804,0.23529411764705882,0.2549019607843137,0.51,0.514,0.51,0.5,0.714,127,16,98.0,12.0,13.0,53,104,337.0,51,1.0,2.0,52,102
Trevor Wilson,1991,2.2,0.44,1.6,0.2,0.04,0.3,0.3,0.309,0.0,0.5,55,11,40.0,5.0,1.0,21,70,162.0,25,0.0,2.0,21,68
Kennard Winchester,1991,3.734375,0.390625,1.046875,0.25,0.203125,0.4,0.416,0.4,0.4,0.778,239,25,67.0,16.0,13.0,98,245,607.0,64,8.0,20.0,90,225
Howard Wright,1991,3.6,0.2,3.0,0.26666666666666666,0.3333333333333333,0.404,0.404,0.413,0.0,0.667,54,3,45.0,4.0,5.0,19,47,164.0,15,0.0,1.0,19,46
A.J. Wynder,1991,2.0,1.3333333333333333,0.5,0.16666666666666666,0.0,0.25,0.25,0.273,0.0,0.75,12,8,3.0,1.0,0.0,3,12,39.0,6,0.0,1.0,3,11
Victor Alexander,1992,7.3625,0.4,4.2,0.5625,0.775,0.529,0.529,0.531,0.0,0.691,589,32,336.0,45.0,62.0,243,459,1350.0,80,0.0,1.0,243,458
Kenny Anderson,1992,7.03125,3.171875,1.984375,1.046875,0.140625,0.39,0.393,0.394,0.231,0.745,450,203,127.0,67.0,9.0,187,480,1086.0,64,3.0,13.0,184,467
Greg Anthony,1992,5.451219512195122,3.8292682926829267,1.6585365853658536,0.7195121951219512,0.10975609756097561,0.37,0.379,0.403,0.145,0.741,447,314,136.0,59.0,9.0,161,435,1510.0,82,8.0,55.0,153,380
Stacey Augmon,1992,13.341463414634147,2.451219512195122,5.121951219512195,1.5121951219512195,0.32926829268292684,0.489,0.49,0.492,0.167,0.666,1094,201,420.0,124.0,27.0,440,899,2505.0,82,1.0,6.0,439,893
Isaac Austin,1992,1.967741935483871,0.16129032258064516,1.1290322580645162,0.06451612903225806,0.06451612903225806,0.457,0.457,0.457,,0.633,61,5,35.0,2.0,2.0,21,46,112.0,31,0.0,0.0,21,46
Steve Bardo,1992,0.0,0.0,1.0,0.0,0.0,,,,,,0,0,1.0,0.0,0.0,0,0,1.0,1,0.0,0.0,0,0
David Benoit,1992,5.636363636363637,0.44155844155844154,3.844155844155844,0.24675324675324675,0.5714285714285714,0.467,0.471,0.476,0.214,0.81,434,34,296.0,19.0,44.0,175,375,1161.0,77,3.0,14.0,172,361
Terrell Brandon,1992,7.378048780487805,3.8536585365853657,1.975609756097561,0.9878048780487805,0.2682926829268293,0.419,0.42,0.434,0.043,0.806,605,316,162.0,81.0,22.0,252,601,1605.0,82,1.0,23.0,251,578
Kevin Brooks,1992,2.8378378378378377,0.2972972972972973,1.054054054054054,0.21621621621621623,0.05405405405405406,0.443,0.454,0.477,0.182,0.81,105,11,39.0,8.0,2.0,43,97,270.0,37,2.0,11.0,41,86
Myron Brown,1992,2.25,1.5,0.75,0.25,0.0,0.667,0.75,1.0,0.333,,9,6,3.0,1.0,0.0,4,6,23.0,4,1.0,3.0,3,3
Randy Brown,1992,3.4285714285714284,1.0535714285714286,1.2321428571428572,0.625,0.21428571428571427,0.456,0.456,0.472,0.0,0.655,192,59,69.0,35.0,12.0,77,169,535.0,56,0.0,6.0,77,163
Demetrius Calip,1992,1.5714285714285714,1.7142857142857142,0.7142857142857143,0.14285714285714285,0.0,0.222,0.25,0.231,0.2,0.667,11,12,5.0,1.0,0.0,4,18,58.0,7,1.0,5.0,3,13
Pete Chilcutt,1992,3.63768115942029,0.5507246376811594,2.710144927536232,0.463768115942029,0.2463768115942029,0.452,0.456,0.448,1.0,0.821,251,38,187.0,32.0,17.0,113,250,817.0,69,2.0,2.0,111,248
Marty Conlon,1992,2.6666666666666665,0.26666666666666666,1.5333333333333334,0.2,0.15555555555555556,0.475,0.475,0.475,,0.75,120,12,69.0,9.0,7.0,48,101,381.0,45,0.0,0.0,48,101
Tom Copa,1992,1.4545454545454546,0.09090909090909091,1.0909090909090908,0.06060606060606061,0.18181818181818182,0.55,0.55,0.55,,0.308,48,3,36.0,2.0,6.0,22,40,132.0,33,0.0,0.0,22,40
Chris Corchiani,1992,5.0,2.764705882352941,1.5294117647058822,0.8823529411764706,0.0392156862745098,0.399,0.425,0.429,0.27,0.875,255,141,78.0,45.0,2.0,77,193,741.0,51,10.0,37.0,67,156
Corey Crowder,1992,2.235294117647059,0.3333333333333333,0.803921568627451,0.13725490196078433,0.0392156862745098,0.384,0.442,0.366,0.433,0.833,114,17,41.0,7.0,2.0,43,112,328.0,51,13.0,30.0,30,82
Dale Davis,1992,6.171875,0.46875,6.40625,0.421875,1.15625,0.552,0.552,0.554,0.0,0.572,395,30,410.0,27.0,74.0,154,279,1301.0,64,0.0,1.0,154,278
Bison Dele,1992,9.104166666666666,0.6875,5.666666666666667,0.8541666666666666,1.1041666666666667,0.528,0.528,0.528,,0.669,437,33,272.0,41.0,53.0,171,324,905.0,48,0.0,0.0,171,324
Patrick Eddie,1992,1.0,0.0,0.25,0.0,0.0,0.222,0.222,0.222,,,4,0,1.0,0.0,0.0,2,9,13.0,4,0.0,0.0,2,9
LeRon Ellis,1992,1.4827586206896552,0.034482758620689655,0.8275862068965517,0.20689655172413793,0.3103448275862069,0.34,0.34,0.34,,0.474,43,1,24.0,6.0,9.0,17,50,103.0,29,0.0,0.0,17,50
Rick Fox,1992,7.950617283950617,1.5555555555555556,2.7160493827160495,0.9629629629629629,0.37037037037037035,0.459,0.481,0.479,0.329,0.755,644,126,220.0,78.0,30.0,241,525,1535.0,81,23.0,70.0,218,455
Chris Gatling,1992,5.666666666666667,0.2962962962962963,3.3703703703703702,0.5740740740740741,0.6666666666666666,0.568,0.568,0.579,0.0,0.661,306,16,182.0,31.0,36.0,117,206,612.0,54,0.0,4.0,117,202
Paul Graham,1992,10.14102564102564,2.2435897435897436,2.9615384615384617,1.2307692307692308,0.2692307692307692,0.447,0.488,0.462,0.39,0.741,791,175,231.0,96.0,21.0,305,682,1718.0,78,55.0,141.0,250,541
Sean Green,1992,4.0285714285714285,0.6285714285714286,1.2,0.37142857142857144,0.17142857142857143,0.392,0.399,0.405,0.2,0.536,141,22,42.0,13.0,6.0,62,158,256.0,35,2.0,10.0,60,148
Carl Herrera,1992,4.441860465116279,0.627906976744186,2.302325581395349,0.37209302325581395,0.5813953488372093,0.516,0.516,0.519,0.0,0.568,191,27,99.0,16.0,25.0,83,161,566.0,43,0.0,1.0,83,160
Donald Hodge,1992,8.352941176470589,0.7647058823529411,5.392156862745098,0.49019607843137253,0.45098039215686275,0.497,0.497,0.497,,0.667,426,39,275.0,25.0,23.0,163,328,1058.0,51,0.0,0.0,163,328
Brian Howard,1992,4.851851851851852,0.5185185185185185,1.8888888888888888,0.4074074074074074,0.2962962962962963,0.519,0.524,0.52,0.5,0.71,131,14,51.0,11.0,8.0,54,104,318.0,27,1.0,2.0,53,102
Cedric Hunter,1992,0.0,0.0,0.0,0.0,0.0,,,,,,0,0,0.0,0.0,0.0,0,0,1.0,1,0.0,0.0,0,0
Mike Iuzzolino,1992,9.346153846153847,3.730769230769231,1.8846153846153846,0.6346153846153846,0.019230769230769232,0.451,0.534,0.461,0.434,0.836,486,194,98.0,33.0,1.0,160,355,1280.0,52,59.0,136.0,101,219
Rich King,1992,2.2,0.3,1.225,0.1,0.125,0.38,0.38,0.386,0.0,0.756,88,12,49.0,4.0,5.0,27,71,213.0,40,0.0,1.0,27,70
Doug Lee,1992,2.608695652173913,0.4782608695652174,0.7608695652173914,0.2391304347826087,0.021739130434782608,0.431,0.474,0.506,0.27,0.526,120,22,35.0,11.0,1.0,50,116,307.0,46,10.0,37.0,40,79
Luc Longley,1992,4.257575757575758,0.803030303030303,3.893939393939394,0.5303030303030303,0.9696969696969697,0.458,0.458,0.458,,0.663,281,53,257.0,35.0,64.0,114,249,991.0,66,0.0,0.0,114,249
Kevin Lynch,1992,4.072727272727272,1.509090909090909,1.5454545454545454,0.6727272727272727,0.16363636363636364,0.417,0.424,0.419,0.375,0.761,224,83,85.0,37.0,9.0,93,223,819.0,55,3.0,8.0,90,215
Mark Macon,1992,10.592105263157896,2.210526315789474,2.8947368421052633,2.026315789473684,0.18421052631578946,0.375,0.377,0.383,0.133,0.73,805,168,220.0,154.0,14.0,333,889,2304.0,76,4.0,30.0,329,859
Tharon Mayes,1992,4.125,1.4583333333333333,0.6666666666666666,0.6666666666666666,0.08333333333333333,0.303,0.379,0.259,0.366,0.667,99,35,16.0,16.0,2.0,30,99,255.0,24,15.0,41.0,15,58
Rodney Monroe,1992,3.4473684210526314,0.7105263157894737,0.868421052631579,0.3157894736842105,0.05263157894736842,0.368,0.389,0.402,0.222,0.826,131,27,33.0,12.0,2.0,53,144,313.0,38,6.0,27.0,47,117
Tracy Moore,1992,8.452380952380953,1.1428571428571428,1.9523809523809523,0.7619047619047619,0.09523809523809523,0.4,0.446,0.415,0.357,0.833,355,48,82.0,32.0,4.0,130,325,782.0,42,30.0,84.0,100,241
Eric Murdock,1992,4.06,1.84,1.08,0.6,0.14,0.415,0.429,0.452,0.192,0.754,203,92,54.0,30.0,7.0,76,183,478.0,50,5.0,26.0,71,157
Dikembe Mutombo*,1992,16.577464788732396,2.1971830985915495,12.253521126760564,0.6056338028169014,2.9577464788732395,0.493,0.493,0.493,,0.642,1177,156,870.0,43.0,210.0,428,869,2716.0,71,0.0,0.0,428,869
Jimmy Oliver,1992,3.5555555555555554,0.7407407407407407,1.0,0.3333333333333333,0.07407407407407407,0.398,0.403,0.427,0.111,0.773,96,20,27.0,9.0,2.0,39,98,252.0,27,1.0,9.0,38,89
Billy Owens,1992,14.2625,2.35,7.9875,1.125,0.8125,0.525,0.526,0.529,0.111,0.654,1141,188,639.0,90.0,65.0,468,891,2510.0,80,1.0,9.0,467,882
Keith Owens,1992,1.3,0.15,0.75,0.25,0.2,0.281,0.281,0.281,,0.8,26,3,15.0,5.0,4.0,9,32,80.0,20,0.0,0.0,9,32
Robert Pack,1992,4.611111111111111,1.9444444444444444,1.3472222222222223,0.5555555555555556,0.05555555555555555,0.423,0.423,0.439,0.0,0.803,332,140,97.0,40.0,4.0,115,272,894.0,72,0.0,10.0,115,262
Elliot Perry,1992,2.52,1.56,0.78,0.68,0.06,0.38,0.384,0.393,0.143,0.659,126,78,39.0,34.0,3.0,49,129,437.0,50,1.0,7.0,48,122
Bobby Phills,1992,3.1,0.4,0.8,0.3,0.1,0.429,0.429,0.462,0.0,0.636,31,4,8.0,3.0,1.0,12,28,65.0,10,0.0,2.0,12,26
Mark Randall,1992,3.1666666666666665,0.6111111111111112,1.3148148148148149,0.2222222222222222,0.05555555555555555,0.456,0.466,0.489,0.188,0.744,171,33,71.0,12.0,3.0,68,149,441.0,54,3.0,16.0,65,133
Stanley Roberts,1992,10.418181818181818,0.7090909090909091,6.109090909090909,0.4,1.509090909090909,0.529,0.529,0.53,0.0,0.515,573,39,336.0,22.0,83.0,236,446,1118.0,55,0.0,1.0,236,445
Doug Smith,1992,8.828947368421053,1.6973684210526316,5.144736842105263,0.8157894736842105,0.4473684210526316,0.415,0.415,0.421,0.0,0.736,671,129,391.0,62.0,34.0,291,702,1707.0,76,0.0,11.0,291,691
LaBradford Smith,1992,5.145833333333333,2.0625,1.6875,0.9166666666666666,0.020833333333333332,0.407,0.411,0.436,0.095,0.804,247,99,81.0,44.0,1.0,100,246,708.0,48,2.0,21.0,98,225
Steve Smith,1992,11.950819672131148,4.557377049180328,3.081967213114754,0.9672131147540983,0.3114754098360656,0.454,0.485,0.486,0.32,0.748,729,278,188.0,59.0,19.0,297,654,1806.0,61,40.0,125.0,257,529
Larry Stewart,1992,10.447368421052632,1.5789473684210527,5.907894736842105,0.6710526315789473,0.5789473684210527,0.514,0.514,0.516,0.0,0.807,794,120,449.0,51.0,44.0,303,590,2229.0,76,0.0,3.0,303,587
Derek Strong,1992,3.0,1.0,5.0,0.0,0.0,0.0,0.0,0.0,,0.75,3,1,5.0,0.0,0.0,0,4,12.0,1,0.0,0.0,0,4
Lamont Strothers,1992,2.5,0.25,0.25,0.25,0.25,0.333,0.333,0.4,0.0,0.5,10,1,1.0,1.0,1.0,4,12,17.0,4,0.0,2.0,4,10
Greg Sutton,1992,3.671641791044776,1.3582089552238805,0.7014925373134329,0.3880597014925373,0.13432835820895522,0.388,0.442,0.444,0.292,0.756,246,91,47.0,26.0,9.0,93,240,601.0,67,26.0,89.0,67,151
Carl Thomas,1992,12.0,1.0,0.0,1.0,0.0,0.417,0.458,0.4,0.5,0.5,12,1,0.0,1.0,0.0,5,12,31.0,1,1.0,2.0,4,10
Charles Thomas,1992,1.3333333333333333,0.6111111111111112,0.6111111111111112,0.1111111111111111,0.027777777777777776,0.353,0.373,0.471,0.118,0.667,48,22,22.0,4.0,1.0,18,51,156.0,36,2.0,17.0,16,34
Stephen Thompson,1992,1.631578947368421,0.42105263157894735,1.0,0.3157894736842105,0.15789473684210525,0.378,0.378,0.389,0.0,0.375,31,8,19.0,6.0,3.0,14,37,91.0,19,0.0,1.0,14,36
John Turner,1992,2.7857142857142856,0.2857142857142857,1.8571428571428572,0.14285714285714285,0.09523809523809523,0.439,0.439,0.439,,0.525,117,12,78.0,6.0,4.0,43,98,345.0,42,0.0,0.0,43,98
Joao Vianna,1992,2.0,2.0,0.0,0.0,0.0,0.5,0.5,0.5,,,2,2,0.0,0.0,0.0,1,2,9.0,1,0.0,0.0,1,2
Eric Anderson,1993,1.3125,0.1875,0.875,0.1875,0.0625,0.278,0.278,0.278,,0.846,21,3,14.0,3.0,1.0,5,18,44.0,16,0.0,0.0,5,18
Anthony Avent,1993,9.829268292682928,1.1097560975609757,6.2439024390243905,0.6951219512195121,0.8902439024390244,0.433,0.433,0.434,0.0,0.651,806,91,512.0,57.0,73.0,347,802,2285.0,82,0.0,2.0,347,800
Jon Barry,1993,4.382978723404255,1.446808510638298,0.9148936170212766,0.7446808510638298,0.06382978723404255,0.369,0.42,0.385,0.333,0.673,206,68,43.0,35.0,3.0,76,206,552.0,47,21.0,63.0,55,143
Tony Bennett,1993,3.68,1.8133333333333332,0.84,0.4,0.0,0.423,0.473,0.467,0.325,0.732,276,136,63.0,30.0,0.0,110,260,857.0,75,26.0,80.0,84,180
Alex Blackwell,1993,1.2592592592592593,0.25925925925925924,0.8518518518518519,0.14814814814814814,0.07407407407407407,0.333,0.333,0.359,0.0,0.75,34,7,23.0,4.0,2.0,14,42,109.0,27,0.0,3.0,14,39
Ricky Blanton,1993,3.0,0.5,1.5,1.0,0.0,0.429,0.429,0.429,,,6,1,3.0,2.0,0.0,3,7,13.0,2,0.0,0.0,3,7
Walter Bond,1993,7.972972972972973,1.6486486486486487,2.6486486486486487,1.0135135135135136,0.24324324324324326,0.402,0.408,0.421,0.167,0.772,590,122,196.0,75.0,18.0,227,565,1578.0,74,7.0,42.0,220,523
Dexter Cambridge,1993,6.981132075471698,1.0943396226415094,3.150943396226415,0.4528301886792453,0.11320754716981132,0.484,0.484,0.49,0.0,0.687,370,58,167.0,24.0,6.0,151,312,885.0,53,0.0,4.0,151,308
Doug Christie,1993,6.173913043478261,2.3043478260869565,2.217391304347826,0.9565217391304348,0.21739130434782608,0.425,0.434,0.457,0.167,0.758,142,53,51.0,22.0,5.0,45,106,332.0,23,2.0,12.0,43,94
Duane Cooper,1993,2.4,2.3076923076923075,0.7692307692307693,0.27692307692307694,0.03076923076923077,0.392,0.415,0.43,0.233,0.714,156,150,50.0,18.0,2.0,62,158,645.0,65,7.0,30.0,55,128
Joe Courtney,1993,2.75,0.25,1.5833333333333333,0.4166666666666667,0.4166666666666667,0.406,0.406,0.406,,0.778,33,3,19.0,5.0,5.0,13,32,104.0,12,0.0,0.0,13,32
John Crotty,1993,2.55,1.375,0.425,0.275,0.0,0.514,0.528,0.603,0.143,0.684,102,55,17.0,11.0,0.0,37,72,243.0,40,2.0,14.0,35,58
Radisav Curcic,1993,2.9,0.6,2.45,0.35,0.1,0.39,0.39,0.39,,0.722,58,12,49.0,7.0,2.0,16,41,166.0,20,0.0,0.0,16,41
Lloyd Daniels,1993,9.103896103896103,1.922077922077922,2.8051948051948052,0.4935064935064935,0.38961038961038963,0.443,0.488,0.484,0.333,0.727,701,148,216.0,38.0,30.0,285,644,1573.0,77,59.0,177.0,226,467
Hubert Davis,1993,5.38,1.66,1.12,0.44,0.08,0.438,0.45,0.448,0.316,0.796,269,83,56.0,22.0,4.0,110,251,815.0,50,6.0,19.0,104,232
Todd Day,1993,13.845070422535212,1.647887323943662,4.098591549295775,1.056338028169014,0.676056338028169,0.432,0.465,0.472,0.293,0.717,983,117,291.0,75.0,48.0,358,828,1931.0,71,54.0,184.0,304,644
Richard Dumas,1993,15.770833333333334,1.25,4.645833333333333,1.7708333333333333,0.8125,0.524,0.525,0.525,0.333,0.707,757,60,223.0,85.0,39.0,302,576,1320.0,48,1.0,3.0,301,573
Pat Durham,1993,4.2,0.8,2.8,0.2,0.2,0.24,0.24,0.24,,0.75,21,4,14.0,1.0,1.0,6,25,78.0,5,0.0,0.0,6,25
LaPhonso Ellis,1993,14.695121951219512,1.8414634146341464,9.073170731707316,0.8780487804878049,1.353658536585366,0.504,0.505,0.509,0.154,0.748,1205,151,744.0,72.0,111.0,483,958,2749.0,82,2.0,13.0,481,945
Matt Geiger,1993,4.458333333333333,0.2916666666666667,2.5,0.3125,0.375,0.524,0.524,0.539,0.0,0.674,214,14,120.0,15.0,18.0,76,145,554.0,48,0.0,4.0,76,141
Litterial Green,1993,4.519230769230769,2.230769230769231,0.6538461538461539,0.4423076923076923,0.07692307692307693,0.439,0.442,0.457,0.1,0.625,235,116,34.0,23.0,4.0,87,198,626.0,52,1.0,10.0,86,188
Tom Gugliotta,1993,14.654320987654321,3.7777777777777777,9.641975308641975,1.654320987654321,0.43209876543209874,0.426,0.443,0.446,0.281,0.644,1187,306,781.0,134.0,35.0,484,1135,2795.0,81,38.0,135.0,446,1000
Jay Guidinger,1993,1.59375,0.53125,2.0,0.28125,0.3125,0.345,0.345,0.345,,0.52,51,17,64.0,9.0,10.0,19,55,215.0,32,0.0,0.0,19,55
Robert Horry,1993,10.139240506329115,2.4177215189873418,4.962025316455696,1.0126582278481013,1.0506329113924051,0.474,0.482,0.49,0.255,0.715,801,191,392.0,80.0,83.0,323,682,2330.0,79,12.0,47.0,311,635
Byron Houston,1993,5.329113924050633,0.8734177215189873,3.9873417721518987,0.5569620253164557,0.5443037974683544,0.446,0.449,0.45,0.286,0.665,421,69,315.0,44.0,43.0,145,325,1274.0,79,2.0,7.0,143,318
Stephen Howard,1993,2.122448979591837,0.20408163265306123,1.2244897959183674,0.30612244897959184,0.24489795918367346,0.376,0.376,0.376,,0.642,104,10,60.0,15.0,12.0,35,93,260.0,49,0.0,0.0,35,93
Jim Jackson,1993,16.321428571428573,4.678571428571429,4.357142857142857,1.4285714285714286,0.39285714285714285,0.395,0.417,0.415,0.288,0.739,457,131,122.0,40.0,11.0,184,466,938.0,28,21.0,73.0,163,393
Keith Jennings,1993,8.625,2.875,1.375,0.5,0.0,0.595,0.655,0.606,0.556,0.778,69,23,11.0,4.0,0.0,25,42,136.0,8,5.0,9.0,20,33
Dave Johnson,1993,3.738095238095238,0.30952380952380953,1.1428571428571428,0.19047619047619047,0.023809523809523808,0.383,0.393,0.4,0.214,0.678,157,13,48.0,8.0,1.0,57,149,356.0,42,3.0,14.0,54,135
Thomas Jordan,1993,11.0,0.75,4.75,0.75,1.25,0.439,0.439,0.439,,0.471,44,3,19.0,3.0,5.0,18,41,106.0,4,0.0,0.0,18,41
Adam Keefe,1993,6.609756097560975,0.975609756097561,5.2682926829268295,0.6951219512195121,0.1951219512195122,0.5,0.5,0.501,0.0,0.7,542,80,432.0,57.0,16.0,188,376,1549.0,82,0.0,1.0,188,375
Christian Laettner,1993,18.17283950617284,2.753086419753086,8.74074074074074,1.2962962962962963,1.0246913580246915,0.474,0.476,0.489,0.1,0.835,1472,223,708.0,105.0,83.0,503,1061,2823.0,81,4.0,40.0,499,1021
Sam Mack,1993,3.55,0.375,1.2,0.35,0.125,0.398,0.411,0.458,0.136,0.776,142,15,48.0,14.0,5.0,47,118,267.0,40,3.0,22.0,44,96
Don MacLean,1993,6.564516129032258,0.6290322580645161,1.967741935483871,0.1774193548387097,0.06451612903225806,0.435,0.439,0.434,0.5,0.811,407,39,122.0,11.0,4.0,157,361,674.0,62,3.0,6.0,154,355
Marlon Maxey,1993,5.372093023255814,0.27906976744186046,3.813953488372093,0.2558139534883721,0.4186046511627907,0.55,0.55,0.554,0.0,0.643,231,12,164.0,11.0,18.0,93,169,520.0,43,0.0,1.0,93,168
Lee Mayberry,1993,5.170731707317073,3.3292682926829267,1.4390243902439024,0.7195121951219512,0.08536585365853659,0.456,0.513,0.483,0.391,0.574,424,273,118.0,59.0,7.0,171,375,1503.0,82,43.0,110.0,128,265
Oliver Miller,1993,5.589285714285714,2.107142857142857,4.910714285714286,0.6785714285714286,1.7857142857142858,0.475,0.475,0.48,0.0,0.71,313,118,275.0,38.0,100.0,121,255,1069.0,56,0.0,3.0,121,252
Harold Miner,1993,10.273972602739725,1.0,2.0136986301369864,0.4657534246575342,0.1095890410958904,0.475,0.477,0.477,0.333,0.762,750,73,147.0,34.0,8.0,292,615,1383.0,73,3.0,9.0,289,606
Isaiah Morris,1993,2.2,0.16,0.48,0.12,0.04,0.456,0.456,0.456,,0.75,55,4,12.0,3.0,1.0,26,57,102.0,25,0.0,0.0,26,57
Alonzo Mourning*,1993,21.012820512820515,0.9743589743589743,10.320512820512821,0.34615384615384615,3.4743589743589745,0.511,0.511,0.513,0.0,0.781,1639,76,805.0,27.0,271.0,572,1119,2644.0,78,0.0,3.0,572,1116
Tracy Murray,1993,5.666666666666667,0.22916666666666666,1.7291666666666667,0.16666666666666666,0.10416666666666667,0.415,0.456,0.458,0.3,0.875,272,11,83.0,8.0,5.0,108,260,495.0,48,21.0,70.0,87,190
Melvin Newbern,1993,3.606060606060606,1.7272727272727273,1.121212121212121,0.696969696969697,0.030303030303030304,0.372,0.376,0.39,0.125,0.567,119,57,37.0,23.0,1.0,42,113,311.0,33,1.0,8.0,41,105
Shaquille O'Neal*,1993,23.37037037037037,1.876543209876543,13.851851851851851,0.7407407407407407,3.5308641975308643,0.562,0.562,0.563,0.0,0.592,1893,152,1122.0,60.0,286.0,733,1304,3071.0,81,0.0,2.0,733,1302
Matt Othick,1993,2.0,1.75,0.5,0.25,0.0,0.6,0.8,1.0,0.5,0.0,8,7,2.0,1.0,0.0,3,5,39.0,4,2.0,4.0,1,1
Doug Overton,1993,8.133333333333333,3.488888888888889,2.3555555555555556,0.6888888888888889,0.13333333333333333,0.471,0.475,0.481,0.231,0.728,366,157,106.0,31.0,6.0,152,323,990.0,45,3.0,13.0,149,310
Anthony Peeler,1993,10.415584415584416,2.155844155844156,2.324675324675325,0.7792207792207793,0.18181818181818182,0.468,0.505,0.486,0.39,0.786,802,166,179.0,60.0,14.0,297,634,1656.0,77,46.0,118.0,251,516
Brent Price,1993,3.8529411764705883,2.264705882352941,1.5147058823529411,0.8235294117647058,0.04411764705882353,0.358,0.373,0.398,0.167,0.794,262,154,103.0,56.0,3.0,100,279,859.0,68,8.0,48.0,92,231
Anthony Pullard,1993,2.125,0.25,1.0,0.25,0.25,0.444,0.444,0.444,,0.333,17,2,8.0,2.0,2.0,8,18,37.0,8,0.0,0.0,8,18
Sean Rooks,1993,13.472222222222221,1.3194444444444444,7.444444444444445,0.5277777777777778,1.125,0.493,0.493,0.494,0.0,0.602,970,95,536.0,38.0,81.0,368,747,2087.0,72,0.0,2.0,368,745
Malik Sealy,1993,5.689655172413793,0.8103448275862069,1.9310344827586208,0.6206896551724138,0.1206896551724138,0.426,0.437,0.448,0.226,0.689,330,47,112.0,36.0,7.0,136,319,672.0,58,7.0,31.0,129,288
